Filer ID,Name,Office,Subdivision,Municipality,District,County
C66336,PETER A. CARUSO,Legislator,County,Oneida,26,Oneida County
C86049,PHILIP BRUNO JR.,Councilman,City,Utica,6,Oneida County
C23387,PHILIP J. VESCIO III,Councilman,City,Rome,7,Oneida County
C00561,RALPH J. EANNACE JR,City Court Judge,City,Utica,N/A,Oneida County
C05296,RAMONA L. SMITH,Mayor,City,Rome,119,Oneida County
C08821,RAMONA L. SMITH,City Council,City,Rome,4,Oneida County
C22507,RANDAL B. CALDWELL,Family Court Judge,County,Oneida,N/A,Oneida County
C10077,REELECT JUDGE GRIFFITH COMMITTEE,Family Court Judge,County,Oneida,5,Oneida County
C20195,"REPUBLICAN 100,000 CLUB OF ONEIDA COUNTY",N/A,N/A,N/A,N/A,Oneida County
C21416,REPUBLICAN ONEIDA COUNTY LEGISLATORS ELECTION COMMITTEE,N/A,County,Oneida,N/A,Oneida County
C85623,RICHARD ALLEN,County Legislator,County,Oneida,9,Oneida County
C47996,RICHARD ANTANAVIGE,Sheriff,County,Oneida,N/A,Oneida County
C02047,"RICHARD B. WOODLAND, JR.",Supervisor,Town,New Hartford,N/A,Oneida County
C19932,RICHARD D ALLEN,Clerk,County,Oneida,N/A,Oneida County
C02214,RICHARD FLISNIK,County Legislator,County,Oneida,8,Oneida County
C10204,RICHARD M. LENART,Councilman,Town,New Hartford,2,Oneida County
C08857,RICHARD SHERMAN,Town Justice,Town,New Hartford,N/A,Oneida County
C84021,ROBERT C. CARDILLO,Mayor,City,Utica,N/A,Oneida County
C86345,ROBERT CLEMENTE,Mayor,City,Utica,N/A,Oneida County
C33571,ROBERT D. SULLIVAN,Mayor,City,Utica,N/A,Oneida County
C09316,ROBERT J DESANCTIS,Common Council,City,Utica,3,Oneida County
C02484,ROBERT KOENIG,County Legislator,County,Oneida,11,Oneida County
C06004,ROBERT LAUN BAUER,County Court Judge,County,Oneida,5,Oneida County
C22000,ROBERT M. MACIOL,Sheriff,County,Oneida,N/A,Oneida County
C36649,ROBERT M. MACIOL,Sheriff,County,Oneida,N/A,Oneida County
C88171,ROBERT M. MACIOL,Sheriff,County,Oneida,N/A,Oneida County
C84489,ROBERT M. PALMIERI,Mayor,City,Utica,N/A,Oneida County
C20112,ROCCO ROSARIO GIRUZZI,Common Council,City,Utica,3,Oneida County
C85870,RODGER P. POTOCKI,County Executive,County,Oneida,N/A,Oneida County
C24062,ROME CITY REPUBLICAN COMMITTEE,N/A,City,Rome,N/A,Oneida County
C02102,RONALD TOWNSEND,County Legislator,County,Oneida,12,Oneida County
C34919,RUSSELL J. CERMINARO,Councilman,County,Oneida,2,Oneida County
C84823,SAMANTHA COLOSIMO TESTA,City Council,City,Utica,6,Oneida County
C02336,"SAMUEL A. D'URSO, III",Common Council,City,Rome,4,Oneida County
C22848,SANDRA J. DEPERNO,County Clerk,County,Oneida,N/A,Oneida County
C29022,SCOTT D. MCNAMARA,District Attorney,County,Oneida,N/A,Oneida County
C09208,SEBASTIAN INTERLANDI,County Legislator,County,Oneida,6,Oneida County
C31801,SHANNON L. SCOTT,County Legislator,County,Oneida,22,Oneida County
C02282,SHARON S. MERRILL,Town Justice,Town,Lee,N/A,Oneida County
C04529,SHAUN J. KALETA,Supervisor,Town,Whitestown,N/A,Oneida County
C08511,SHERI LYNN LAGRECO,City Council,City,Rome,3,Oneida County
C04544,STEPHANIE VISCELLI-CICCI,Pres. Common Council,City,Rome,N/A,Oneida County
C71357,STEPHEN ROEFARO,County Legislator,County,Oneida,19,Oneida County
C23852,TERESA MAZLOOM WOJNAS,City Council,County,Oneida,6,Oneida County
C11090,THE COMMITTEE TO ELECT CELESTE FRIEND,Common Council,City,Utica,3,Oneida County
C37837,THE COMMITTEE TO RE-ELECT JUDGE GRIFFITH,Family Court Judge,County,Oneida,N/A,Oneida County
C50329,THE FRIENDS OF PAT YACCO,Common Council,City,Utica,6,Oneida County
C08701,THE PEOPLE'S LEGISLATOR CAMPAIGN FUND,County Legislator,County,Oneida,23,Oneida County
C01926,THOMAS B. LARKIN JR.,Town Justice,Town,Deerfield,N/A,Oneida County
C30193,TIM JULIAN,Mayor,City,Utica,N/A,Oneida County
C85500,TIMOTHY J. JULIAN,Council President,City,Utica,N/A,Oneida County
C19914,TIMOTHY JULIAN,Mayor,County,Oneida,N/A,Oneida County
C61195,TIMOTHY L. TRENT,Common Council,City,Utica,N/A,Oneida County
C03475,TIMOTHY L. TRENT,Councilman at Large,City,Utica,N/A,Oneida County
C85788,TIMOTHY P. DOYLE II,Councilman at Large,City,Utica,N/A,Oneida County
C23125,TODD W. MC INTYRE,Family Court Judge,County,Oneida,N/A,Oneida County
C20023,TOWN OF ANNSVILLE DEMOCRATIC CLUB,N/A,Town,Annsville,N/A,Oneida County
C07819,TOWN OF SANGERFIELD DEMOCRATIC COMM,N/A,Town,Sangerfield,N/A,Oneida County
C36344,TOWN OF VERNON DEMOCRATIC COMMITTEE,N/A,Town,Vernon,N/A,Oneida County
C10037,TROY D. LITTLE,Town Justice,Town,Whitestown,N/A,Oneida County
C21417,UTICA NY DEMOCRATIC COMMITTEE,N/A,City,Utica,N/A,Oneida County
C08702,VENUS M. LANAUX,County Legislator,County,Oneida,23,Oneida County
C09516,WE CAN DO BETTER,Mayor,City,Rome,N/A,Oneida County
C09895,WHITESTOWN DEMOCRATIC COMMITTEE,N/A,Town,Whitestown,N/A,Oneida County
C68895,"WILLIAM C. MORRIS, II",Town Supervisor,Town,New Hartford,N/A,Oneida County
C71415,WILLIAM F. MEOLA,County Legislator,County,Oneida,26,Oneida County
C32890,WILLIAM M. VIRKLER,Town Justice,Town,New Hartford,N/A,Oneida County
C35746,WILLIAM MOREHOUSE,Common Council,City,Utica,N/A,Oneida County
C33404,WILLIAM SHAUGHNESSY,County Legislator,County,Oneida,N/A,Oneida County
C35317,17TH  WARD DEMOCRATIC COMMITTEE CLUB,N/A,County,Onondaga,N/A,Onondaga County
C84466,4 SALANGER COMMITTEE,Councilman,Town,Camillus,4,Onondaga County
C20627,A BETTER CLAY,N/A,County,Onondaga,N/A,Onondaga County
C00614,AARON F. ARNOLD,Town Justice,Town,Salina,N/A,Onondaga County
C10710,"ALBERT A. STIRPE, JR.",County Executive,County,Onondaga,N/A,Onondaga County
C33706,ALBERT R. JULIAN,Common Council,City,Syracuse,1,Onondaga County
C35460,ALESSIO FOR SALINA TOWN JUSTICE,Town Justice,Town,Salina,N/A,Onondaga County
C00143,ALEX EDWARD WALSH,City Council,City,Syracuse,2,Onondaga County
C41455,ALFONSO DAVIS,Mayor,City,Syracuse,N/A,Onondaga County
C11404,ALISON E. DORCHESTER,Town Clerk,Town,Geddes,N/A,Onondaga County
C11403,ALISON FOR TOWN CLERK,Town Clerk,Town,Geddes,N/A,Onondaga County
C32329,ALLISON EDSALL,Clerk,Town,Manlius,N/A,Onondaga County
C07945,ANDREA B. WANDERSEE,Common Council,City,Syracuse,1,Onondaga County
C06741,ANDREW MOYNIHAN MAXWELL,Mayor,City,Syracuse,N/A,Onondaga County
C00106,ANDREW N. PIRAINO,Town Justice,Town,Salina,N/A,Onondaga County
C84931,ANDREW O. REEVES,Town Council,Town,Lysander,N/A,Onondaga County
C02747,ANDREWS FOR CITY COURT JUDGE,City Court Judge,City,Syracuse,N/A,Onondaga County
C03403,ANGELA K. EPOLITO,Town Clerk,Town,Dewitt,N/A,Onondaga County
C09508,ANN MAGNARELLI,City Court Judge,City,Syracuse,5,Onondaga County
C09507,ANN MAGNARELLI FOR CITY COURT JUDGE,City Court Judge,City,Syracuse,5,Onondaga County
C37978,ANTHONY ALBANESE,Councilman,Town,Dewitt,N/A,Onondaga County
C08570,ANTHONY C. LAVALLE,Town Justice,Town,Salina,N/A,Onondaga County
C38008,ANTHONY C. LAVALLE,Village Justice,Village,Liverpool,N/A,Onondaga County
C43996,ANTHONY F. ALOI,County Court Judge,County,Onondaga,N/A,Onondaga County
C11004,ANTHONY J. MALAVENDA,County Executive,County,Onondaga,N/A,Onondaga County
C85442,ANTHONY J. SARACENI,Town Council,Town,Van Buren,N/A,Onondaga County
C31287,ANTONACCI FOR ACCOUNTABILITY,Comptroller,County,Onondaga,N/A,Onondaga County
C00613,ARNOLD FOR JUSTICE,Town Justice,Town,Salina,N/A,Onondaga County
C84529,ART DIAMOND,Supervisor,Town,Dewitt,N/A,Onondaga County
C84528,ART DIAMOND 4 DEWITT,Supervisor,Town,Dewitt,N/A,Onondaga County
C36636,AVA S. RAPHAEL,Surrogate Court Judge,County,Onondaga,5,Onondaga County
C00065,BALLONI FOR SHERIFF,Sheriff,County,Onondaga,N/A,Onondaga County
C01639,BARB FOR BOARD,City School Board,City,Syracuse,N/A,Onondaga County
C01640,BARBARA E. HUMPHREY,City School Board,City,Syracuse,N/A,Onondaga County
C00026,BARRETT FOR JUSTICE,Village Justice,Village,Manlius,N/A,Onondaga County
C04019,BARRETTE FOR COUNCIL,City Council,City,Syracuse,3,Onondaga County
C54575,BAUM FOR MANLIUS,Town Council,Town,Manlius,N/A,Onondaga County
C43775,BEA FOR MAYOR,Mayor,City,Syracuse,N/A,Onondaga County
C06475,BEN WALSH FOR SYRACUSE,Mayor,City,Syracuse,N/A,Onondaga County
C74875,BENEDICT FOR SHERIFF,Sheriff,County,Onondaga,N/A,Onondaga County
C06476,BENJAMIN R. WALSH,Mayor,City,Syracuse,N/A,Onondaga County
C21120,BERNARD F KRAFT,Legislator,County,Onondaga,2,Onondaga County
C21081,BEST SALINA GOVERNMENT,N/A,County,Onondaga,N/A,Onondaga County
C07089,BETH A. LOCKHART,Family Court Judge,County,Onondaga,N/A,Onondaga County
C35578,BETH LOCASTRO,Town Justice,Town,Clay,N/A,Onondaga County
C07088,BETH LOCKHART FOR FAMILY COURT JUDGE,Family Court Judge,County,Onondaga,N/A,Onondaga County
C21270,BETHAIDA GONZALEZ,Mayor,City,Syracuse,N/A,Onondaga County
C08364,BETTER MANLIUS GOVERNMENT,N/A,Town,Manlius,N/A,Onondaga County
C35658,BETTY PALMA,Councilman,Town,Camillus,6,Onondaga County
C11430,BILL KINNE IS RUNNING,County Legislator,County,Onondaga,15,Onondaga County
C23180,BILL KINNE IS RUNNING,County Legislator,County,Onondaga,15,Onondaga County
C23122,BILL MEYER CAMPAIGN COMMITTEE,County Legislator,County,Onondaga,3,Onondaga County
C74895,BILL WALSH FOR COUNTY COURT,County Court Judge,County,Onondaga,5,Onondaga County
C34949,BILLY G. VINZANT,Town Council,Town,Spafford,N/A,Onondaga County
C58075,BLASE WESLEY PARUS,Commissioner of Education,City,Syracuse,N/A,Onondaga County
C84538,BOB ANDREWS FOR ONONDAGA COUNTY,County Legislator,County,Onondaga,9,Onondaga County
C32140,BRADLEY C. WARD,County Legislator,County,Onondaga,3,Onondaga County
C74716,BRAGG FOR SHERIFF,Sheriff,County,Onondaga,N/A,Onondaga County
C85000,BRIAN F. MAY,County Legislator,County,Onondaga,1,Onondaga County
C84585,BRIAN J. LAURI,Town Justice,Town,Clay,N/A,Onondaga County
C33624,BRIAN JOSEPH LAURI,Town Justice,Town,Clay,N/A,Onondaga County
C65435,BRIAN M SCHULTZ,Town Council,Town,Dewitt,N/A,Onondaga County
C32999,BRICKWEDDE FOR COMPTROLLER COMMITTEE,Comptroller,County,Onondaga,N/A,Onondaga County
C66815,BRUCE ROBERT WAY JR,Highway Superintendent,Town,Pompey,N/A,Onondaga County
C86964,BRUFFETT FOR CICERO JUDGE,Town Justice,Town,Cicero,N/A,Onondaga County
C05660,BRYAN K. SEAMANS,County Legislator,County,Onondaga,5,Onondaga County
C10979,BRYN LOVEJOY-GRINNELL,City Council,City,Syracuse,3,Onondaga County
C84338,BUFFY QUINN,County Legislator,County,Onondaga,11,Onondaga County
C77455,C. VERNON CONWAY,Town Council,Town,Cicero,N/A,Onondaga County
C20120,CAMILLUS DEMOCRATIC COMMITTEE,N/A,Town,Camillus,N/A,Onondaga County
C65755,CAMILLUS REPUBLICAN COMMITTEE,N/A,Town,Camillus,N/A,Onondaga County
C22367,CAPRIA FOR CLAY,Supervisor,Town,Clay,N/A,Onondaga County
C32411,CAREY FOR JUSTICE,Town Justice,Town,Salina,N/A,Onondaga County
C34947,CARL FREDERICK WIERS,Highway Superintendent,Town,Spafford,N/A,Onondaga County
C00098,CARMEN HARLOW,Legislator,County,Onondaga,16,Onondaga County
C47866,CARMEN HARLOW,Mayor,City,Syracuse,N/A,Onondaga County
C00150,CAROL L. SINESI,County Legislator,County,Onondaga,4,Onondaga County
C32819,CAROLE S. MARSH,Supervisor,Town,Pompey,N/A,Onondaga County
C37438,CASEY E. JORDAN,County Legislator,County,Onondaga,14,Onondaga County
C29443,CASEY E. JORDAN,County Legislator,County,Onondaga,14,Onondaga County
C03722,CATALYST,N/A,County,Onondaga,N/A,Onondaga County
C88384,CHAD RYAN,Common Council,County,Onondaga,2,Onondaga County
C08044,CHARLES A. KELLER,County Legislator,County,Onondaga,11,Onondaga County
C06073,"CHARLES A. KELLER, III",County Court Judge,County,Onondaga,N/A,Onondaga County
C44935,CHARLES E. HENRY,County Legislator,County,Onondaga,14,Onondaga County
C32481,CHARLES J. MANTIONE JR.,Town Justice,Town,Lysander,N/A,Onondaga County
C11660,CHARLES KELLER,District Attorney,County,Onondaga,N/A,Onondaga County
C06072,CHARLES KELLER FOR COUNTY COURT,County Court Judge,County,Onondaga,N/A,Onondaga County
C67115,CHARLES L. PETRIE,Town Council,Town,Onondaga,N/A,Onondaga County
C20295,CHARLES M. IAVARONE,Supervisor,Town,Salina,N/A,Onondaga County
C33565,CHARLES R PIERCE,City Council,City,Syracuse,4,Onondaga County
C64335,CHARLES R. WELCH,Town Justice,Town,Camillus,N/A,Onondaga County
C87171,CHESTER A DUDZINSKI JR.,N/A,Town,Cicero,N/A,Onondaga County
C37357,"CHESTER A. DUDZINSKI, JR.",Supervisor,Town,Cicero,N/A,Onondaga County
C22656,"CHESTER A. DUDZINSKI, JR.",Supervisor,Town,Cicero,N/A,Onondaga County
C11590,CHIARENZA FOR LEGISLATOR,County Legislator,County,Onondaga,7,Onondaga County
C10433,CHOL-AWAN A. MAJOK,Common Council,City,Syracuse,3,Onondaga County
C35751,CHRIS BENZ,Town Council,Town,Salina,N/A,Onondaga County
C86786,CHRIS FOR CLERK,County Clerk,County,Onondaga,N/A,Onondaga County
C09480,CHRISTINA F. DEJOSEPH,City Court Judge,City,Syracuse,5,Onondaga County
C11318,CHRISTINA QUIJANO,Town Board,Town,Geddes,N/A,Onondaga County
C09005,CHRISTINE M. EL BAYADI,Town Council,Town,Onondaga,N/A,Onondaga County
C35412,CHRISTOPHER A BENZ,Town Council,Town,Salina,3,Onondaga County
C08596,CHRISTOPHER A. MONTGOMERY,Common Council,City,Syracuse,4,Onondaga County
C08198,CHRISTOPHER FOWLER,Mayor,City,Syracuse,N/A,Onondaga County
C03737,CHRISTOPHER FOWLER,Common Council,City,Syracuse,5,Onondaga County
C22058,CHRISTOPHER J. RYAN,County Legislator,County,Onondaga,8,Onondaga County
C48797,CHRISTOPHER J. WOZNICA,Highway Superintendent,Town,Cicero,N/A,Onondaga County
C86787,CHRISTOPHER M. PLOCHOCKI,County Clerk,County,Onondaga,N/A,Onondaga County
C08595,CHRISTOPHER MONTGOMERY FOR 4TH DISTRICT COMMON COUNCIL,Common Council,City,Syracuse,4,Onondaga County
C86440,CHRISTOPHER WOZNICKI,Highway Superintendent,Town,Cicero,N/A,Onondaga County
C84891,CHUCK HENRY,Trustee,Village,North Syracuse,N/A,Onondaga County
C20486,CICERO DEMOCRATIC COMMITTEE,N/A,Town,Cicero,N/A,Onondaga County
C77415,CICERO GRAND OLD PARTY (CICERO GOP),N/A,Town,Cicero,N/A,Onondaga County
C21718,CICERO REPUBLICANS,N/A,Town,Cicero,N/A,Onondaga County
C21267,CITIZEN'S FOR BETTER TOWN GOVERNMENT (TOWN OF ONONDAGA DEMOCRATS),N/A,County,Onondaga,N/A,Onondaga County
C30661,CITIZEN'S TO RE-ELECT ED RYAN,County Legislator,County,Onondaga,17,Onondaga County
C11588,CITIZENS FOR A BETTER CICERO,N/A,Town,Cicero,N/A,Onondaga County
C40635,CITIZENS FOR A BRIGHT CHOICE,Town Justice,Town,Pompey,N/A,Onondaga County
C22322,CITIZENS FOR A GREATER SYRACUSE,N/A,City,Syracuse,N/A,Onondaga County
C21669,CITIZENS FOR BRENDAN WHELAN,County Legislator,County,Onondaga,14,Onondaga County
C84999,CITIZENS FOR BRIAN MAY,County Legislator,County,Onondaga,1,Onondaga County
C00149,CITIZENS FOR CAROL SINESI,County Legislator,County,Onondaga,4,Onondaga County
C11347,CITIZENS FOR CICIARELLI,Town Council,Village,Liverpool,N/A,Onondaga County
C19799,CITIZENS FOR CORBETT,County Legislator,County,Onondaga,8,Onondaga County
C54175,CITIZENS FOR CRISAFULLI,County Court Judge,County,Onondaga,N/A,Onondaga County
C34702,CITIZENS FOR DADEY,County Legislator,County,Onondaga,7,Onondaga County
C33841,CITIZENS FOR DEB CODY,Town Council,Town,Salina,3,Onondaga County
C55020,CITIZENS FOR DON FITTIPALDI,Town Board,Town,Camillus,6,Onondaga County
C19881,CITIZENS FOR FARRELL,County Legislator,County,Onondaga,4,Onondaga County
C32820,CITIZENS FOR GUNNIP,Town Council,Town,Salina,1,Onondaga County
C64195,CITIZENS FOR IRENE SCRUTON,Town Board,Town,Dewitt,N/A,Onondaga County
C20151,CITIZENS FOR JERRY ALBRIGO,Town Council,Town,Geddes,N/A,Onondaga County
C20794,CITIZENS FOR JIM DI BLASI,County Legislator,County,Onondaga,7,Onondaga County
C85513,CITIZENS FOR JOE ROTONDO,Councilman at Large,City,Syracuse,N/A,Onondaga County
C54315,CITIZENS FOR JOHN DOUGHERTY,County Legislator,County,Onondaga,2,Onondaga County
C84664,CITIZENS FOR JUDGE ROSE,Town Justice,Town,Onondaga,N/A,Onondaga County
C37177,CITIZENS FOR JUDGE ROSE,Surrogate Court Judge,County,Onondaga,N/A,Onondaga County
C79137,CITIZENS FOR JUDGE TED LIMPERT,City Court Judge,City,Syracuse,N/A,Onondaga County
C48597,CITIZENS FOR JUDY TASSONE,County Legislator,County,Onondaga,4,Onondaga County
C21333,CITIZENS FOR KATHY RAPP,County Legislator,County,Onondaga,5,Onondaga County
C24526,CITIZENS FOR LAGUZZA,County Legislator,County,Onondaga,16,Onondaga County
C33901,CITIZENS FOR LOUELLA,County Legislator,County,Onondaga,18,Onondaga County
C85154,CITIZENS FOR MARK ENGLISH,County Legislator,County,Onondaga,15,Onondaga County
C33502,CITIZENS FOR MARK J. ENGLISH,County Legislator,County,Onondaga,8,Onondaga County
C10841,CITIZENS FOR MILES BOTTRILL,County Legislator,County,Onondaga,15,Onondaga County
C08092,CITIZENS FOR OPEN GOVERNMENT,Supervisor,Town,Skaneateles,N/A,Onondaga County
C47907,CITIZENS FOR RALPH JONES,County Legislator,County,Onondaga,10,Onondaga County
C25905,CITIZENS FOR RHINEHART,County Legislator,County,Onondaga,6,Onondaga County
C87537,CITIZENS FOR RORY SWEENIE,Town Council,Town,Geddes,N/A,Onondaga County
C04578,CITIZENS FOR SARACENI,Supervisor,Town,Lysander,N/A,Onondaga County
C87096,CITIZENS FOR SCHEPP,County Clerk,County,Onondaga,N/A,Onondaga County
C52317,CITIZENS FOR SUTTON,County Legislator,County,Onondaga,9,Onondaga County
C32360,CITIZENS FOR SWEETLAND,County Executive,County,Onondaga,N/A,Onondaga County
C32112,CITIZENS FOR TOMORROW,Mayor,City,Syracuse,17,Onondaga County
C53357,CITIZENS FOR VENTURINI,Supervisor,Village,Solvay,N/A,Onondaga County
C34551,CITIZENS FOR VICKI BAKER,Town Council,Town,Dewitt,N/A,Onondaga County
C33697,CITIZENS FOR VINCENT PALERINO,Town Council,Town,Geddes,N/A,Onondaga County
C84131,CITIZENS MOVING SYRACUSE FORWARD,Common Council,City,Syracuse,N/A,Onondaga County
C00043,CITIZENS PARTY,N/A,Village,Manlius,N/A,Onondaga County
C58055,CITIZENS TO ELECT BLASE PARUS,Commissioner of Education,City,Syracuse,N/A,Onondaga County
C35149,CITIZENS TO ELECT KERRY MANNION,Town Council,Town,Dewitt,N/A,Onondaga County
C34047,CITIZENS TO ELECT MANNION,Town Board,Town,Dewitt,N/A,Onondaga County
C43995,CITIZENS TO RE-ELECT JUDGE TONY ALOI,County Court Judge,County,Onondaga,N/A,Onondaga County
C05603,CITY OF SYRACUSE NEW YORK REPUBLICAN COMMITTEE,N/A,City,Syracuse,N/A,Onondaga County
C20334,CITY OF SYRACUSE REPUBLICAN COMMITTEE,N/A,City,Syracuse,N/A,Onondaga County
C21481,CITY OF SYRACUSE REPUBLICAN COMMITTEE,N/A,City,Syracuse,N/A,Onondaga County
C02272,CLAIRE ROBINSON HOWARD,Town Council,Town,Skaneateles,N/A,Onondaga County
C83693,CLAUDE E. SYKES,Town Supervisor,Town,Van Buren,N/A,Onondaga County
C57599,CLAY GOP CLUB INC.,N/A,Town,Clay,N/A,Onondaga County
C20332,CLAY REPUBLICAN COMMITTEE,N/A,Town,Clay,N/A,Onondaga County
C21006,COALITION FOR MIKE PLOCHOCKI,County Legislator,County,Onondaga,6,Onondaga County
C84179,COALITION FOR PLOCHOCKI,County Legislator,County,Onondaga,6,Onondaga County
C35115,COFFIN FOR SUPERVISOR,Supervisor,Town,Tully,N/A,Onondaga County
C32821,COLLEEN A. GUNNIP,Town Council,Town,Salina,1,Onondaga County
C11162,COMMITTEE FOR DA INTEGRITY,District Attorney,County,Onondaga,N/A,Onondaga County
C08217,"COMMITTEE FOR JANET L. AARON, TOWN SUPERVISOR",Town Supervisor,Town,Skaneateles,N/A,Onondaga County
C46839,COMMITTEE FOR KINNE,Commissioner of Education,City,Syracuse,N/A,Onondaga County
C35502,COMMITTEE FOR LEGISLATIVE ACTION,N/A,Village,East Syracuse,N/A,Onondaga County
C36635,COMMITTEE TO ELECT AVA RAPHAEL,Surrogate Court Judge,County,Onondaga,5,Onondaga County
C11657,COMMITTEE TO ELECT BILL BASS,Common Council,City,Syracuse,2,Onondaga County
C58420,COMMITTEE TO ELECT BILL MICHALSKI,Town Clerk,Town,Geddes,N/A,Onondaga County
C29442,COMMITTEE TO ELECT CASEY JORDAN,County Legislator,County,Onondaga,14,Onondaga County
C37437,COMMITTEE TO ELECT CASEY JORDAN,Legislator,County,Onondaga,14,Onondaga County
C88383,COMMITTEE TO ELECT CHAD,Common Council,County,Onondaga,2,Onondaga County
C32480,COMMITTEE TO ELECT CHARLES MANTIONE JR.,Town Justice,Town,Lysander,N/A,Onondaga County
C66775,COMMITTEE TO ELECT CHARLES R WELCH,Town Justice,Town,Camillus,N/A,Onondaga County
C35411,COMMITTEE TO ELECT CHRIS BENZ,Town Council,Town,Salina,3,Onondaga County
C08197,COMMITTEE TO ELECT CHRIS FOWLER,Mayor,City,Syracuse,N/A,Onondaga County
C44915,COMMITTEE TO ELECT CHUCK HENRY,County Legislator,County,Onondaga,14,Onondaga County
C08043,COMMITTEE TO ELECT CHUCK KELLER,County Legislator,County,Onondaga,11,Onondaga County
C08591,COMMITTEE TO ELECT COURTNEY M. HILLS,County Legislator,County,Onondaga,7,Onondaga County
C00153,COMMITTEE TO ELECT DAN COWEN / COWEN FOR SYRACUSE,Councilman at Large,City,Syracuse,N/A,Onondaga County
C84786,COMMITTEE TO ELECT DEREK SHEPARD,County Legislator,County,Onondaga,13,Onondaga County
C44618,COMMITTEE TO ELECT DONNA MARSH O'CONNOR,County Legislator,County,Onondaga,N/A,Onondaga County
C48678,COMMITTEE TO ELECT ED THEOBALD,Town Supervisor,Town,Manlius,N/A,Onondaga County
C33182,COMMITTEE TO ELECT JAMES BORCHIK,Legislator,Village,Phoenix,1,Onondaga County
C30729,COMMITTEE TO ELECT JAMES CECILE,City Court Judge,City,Syracuse,N/A,Onondaga County
C66455,COMMITTEE TO ELECT JIM SCARAMUZZINO,Legislator,County,Onondaga,13,Onondaga County
C47401,COMMITTEE TO ELECT JOE COLEMAN,County Legislator,County,Onondaga,1,Onondaga County
C06190,COMMITTEE TO ELECT JUDGE HANUSZCZAK SURROGATE,Surrogate Court Judge,County,Onondaga,N/A,Onondaga County
C03556,COMMITTEE TO ELECT KEVIN TEES,County Legislator,County,Onondaga,14,Onondaga County
C24908,COMMITTEE TO ELECT KEVIN WALSH,Sheriff,County,Onondaga,N/A,Onondaga County
C32240,COMMITTEE TO ELECT MARC WALDAUER,Family Court Judge,County,Onondaga,N/A,Onondaga County
C06649,"COMMITTEE TO ELECT MARY KEIB SMITH, ESQ TO ONONDAGA COUNTY SURROGATE COURT",Surrogate Court Judge,County,Onondaga,5,Onondaga County
C08138,COMMITTEE TO ELECT MICHAEL BESHARA FOR MANLIUS TOWN BOARD,Town Board,Town,Manlius,N/A,Onondaga County
C38715,COMMITTEE TO ELECT PAUL GOODWIN,County Legislator,County,Onondaga,14,Onondaga County
C07280,COMMITTEE TO ELECT QUANTE WRIGHT,Common Council,City,Syracuse,4,Onondaga County
C41735,COMMITTEE TO ELECT RENEE ROTONDO,Town Board,Town,Pompey,N/A,Onondaga County
C52435,COMMITTEE TO ELECT ROB CUSHING HIGHWAY SUPERINTENDENT,Highway Superintendent,Town,Manlius,N/A,Onondaga County
C87994,COMMITTEE TO ELECT RUSS JOHNSON,Town Council,Town,Lysander,N/A,Onondaga County
C31970,COMMITTEE TO ELECT SAL PAVONE,Town Justice,Town,Manlius,32,Onondaga County
C51229,COMMITTEE TO ELECT SAM YOUNG,Town Justice,Town,Dewitt,N/A,Onondaga County
C05633,COMMITTEE TO ELECT SAM YOUNG,Town Council,Town,Dewitt,N/A,Onondaga County
C29422,COMMITTEE TO ELECT TOM BUCKEL,County Legislator,County,Onondaga,7,Onondaga County
C04001,COMMITTEE TO RE-ELECT BRIAN LAURI,Town Justice,Town,Clay,N/A,Onondaga County
C86092,COMMITTEE TO RE-ELECT JEFF GOSCH,Town Justice,Town,Clay,N/A,Onondaga County
C34582,COMMITTEE TO RE-ELECT JOAN W. SCHRODER,Town Council,Town,Dewitt,N/A,Onondaga County
C06970,COMMITTEE TO RE-ELECT JUDGE BOGAN,City Court Judge,City,Syracuse,N/A,Onondaga County
C06827,COMMITTEE TO RE-ELECT JUDGE CECILE,City Court Judge,City,Syracuse,N/A,Onondaga County
C71575,COMMITTEE TO RE-ELECT JUDGE HANUSZCZAK,Family Court Judge,County,Onondaga,N/A,Onondaga County
C86333,COMMITTEE TO RE-ELECT JUDGE KATHLEEN DELL,Town Justice,Town,Skaneateles,N/A,Onondaga County
C05911,COMMITTEE TO RE-ELECT JUDGE MULROY 2016,Family Court Judge,County,Onondaga,N/A,Onondaga County
C46215,COMMITTEE TO RE-ELECT JUDGE O'LEARY,Town Justice,Town,Manlius,N/A,Onondaga County
C00139,COMMITTEE TO RE-ELECT JUDGE O'LEARY,Town Justice,Town,Manlius,N/A,Onondaga County
C03555,COMMITTEE TO RE-ELECT JUDGE PAVONE,Town Justice,Town,Manlius,N/A,Onondaga County
C07105,COMMITTEE TO RE-ELECT JUDGE PIRAINO,Town Justice,Town,Salina,N/A,Onondaga County
C00105,COMMITTEE TO RE-ELECT JUDGE PIRAINO,Town Justice,Town,Salina,N/A,Onondaga County
C73615,COMMITTEE TO RE-ELECT JUDGE ROSENTHAL,City Court Judge,City,Syracuse,N/A,Onondaga County
C84007,COMMITTEE TO RE-ELECT KAREN UPLINGER CITY COURT JUDGE,City Court Judge,City,Syracuse,N/A,Onondaga County
C07680,COMMITTEE TO RE-ELECT ROBERT P O'LEARY,Town Justice,Town,Manlius,N/A,Onondaga County
C31390,COMMITTEE TO REELECT JUDGE FRANKLIN JOSEF,Town Justice,Town,Manlius,N/A,Onondaga County
